Company Name,Company Name2,Status,License,Type,License Number,Email,Phone,DBA,Adress
22_1100065,LA Hemp Seed Provider 0002,Ancillary,,,,crosier1@zoho.com,337-380-2707,,"1841 Old Spanish Trail Hwy SSt Martinville, LA 70582"
Seed Banks / Genetics,22_1100028,Ancillary,,,,,,,
Seed Banks / Genetics,"JOLIE DAWN FARM, LLC",Ancillary,,,,joliedawnfarm26@yahoo.com,225-650-9156,,LA
Seed Banks / Genetics,22_1100224,Ancillary,,,,,,,
"Jack Hempicine LLC, Oregon CBD",Ancillary,Ancillary,,,,,,,
INTERNATIONAL HEMP LLC,Ancillary,Ancillary,,,,,,,
Seed Banks / Genetics,​IHE Productions LLC,Ancillary,,,,,,,
Seed Banks / Genetics,"AG-R1067611IHH, AG-R1062615AHS",Ancillary,,,,,,,
Manufacturer,Seed Banks / Genetics,Ancillary,,,,,,,
Holland Hill Farm,"Holland Hill Farm, LLC",Ancillary,,,,,843-499-4644,,SC
Manufacturer,Seed Banks / Genetics,Ancillary,,,,,,,
"H&M Industries, LLC",Ancillary,Ancillary,,,,,,,
H.E.M.P. Group LLC,Ancillary,Ancillary,,,,,,,
Hemp City Sprouts,Ancillary,Ancillary,,,,,,,
"Gualdi, LLC",Ancillary,Ancillary,,,,,,,
GREEN LINE LABORATORIES LLC,Ancillary,Ancillary,,,,,,,
Great Lakes Seed,Ancillary,Ancillary,,,,,,,
Gevin Gros,Ancillary,Ancillary,,,,,,,
22_1100057,Fortuna,Ancillary,,,,ally@fortunahemp.com,(720) 372-9277,,WI
EcoGen BioSciences,Ancillary,Ancillary,,,,,,,
Dupont Nursery,Ancillary,Ancillary,,,,,,,
"DS Farms, LTD",Ancillary,Ancillary,,,,,,,
"Cultivas Bio, Inc",Ancillary,Ancillary,,,,,,,
Coastal Genetics LLC,Ancillary,Ancillary,,,,,,,
ClearSafe Greenhouses,Ancillary,Ancillary,,,,,,,
Cereseed LLC DBA Cereseed,Ancillary,Ancillary,,,,,,,
Cereseed,Ancillary,Ancillary,,,,,,,
"Central Greens, LLC",Ancillary,Ancillary,,,,,,,
BrightMa Farms,Ancillary,Ancillary,,,,,,,
"AG-R1057227AHS, AG-R1057212IHH",Bear Mountain Hemp,Ancillary,,,,bearmountainhemp@gmail.com,(920) 680-0590,,WI
"404771, 5113021",Arrowhead Seed Company,Ancillary,,,,atruluck@arrowheadseed.com,843-819-9727,,SC
SMISS TECH,Ancillary,Hemp,,,,,,,
"Glassware, Hemp Retailer (Storefront)",Myxed Up Creations,Hemp,,,,,,,
"Glassware, Hemp Retailer (Storefront)",VERBÖDEN,Ancillary,,,,,,,
"Glassware, Hemp Brand, Hemp Distributor, Hemp Manufacturer, Hemp Retailer (Online)",SoulMate Yerba Tea Co,Pending,,,,,,,
"Glassware, Hemp Brand, Hemp Retailer (Delivery), Hemp Retailer (Online), Manufacturing Goods",Up'n Smoke,Ancillary,,,,,,,
Project Releaf,PROJECT RELEAF,Ancillary,,,,,,,
hngvh,Ancillary,Ancillary,,,,,,,
"Adams St. Enterprises, LLC",Verified,Ancillary,,,,,,,
CDPH-10002659,CANNABOOST,Ancillary,,,,,,,
"Facility Supplies & Machinery, Manufacturing Goods",botaniCo,Ancillary,,,,dawn@botanicogroup.com,,,"3807 Evans St.Los Angeles, CA 90027"
Yeze,Yebs,Ancillary,,,,,,,
WODTogether,"WODTogether, Inc.",Ancillary,,,,,,,
Sksu,Ancillary,Ancillary,,,,,,,
sek kito,Ancillary,Ancillary,,,,,,,
Rolling Solutions USA,Ancillary,Ancillary,,,,,,,
"Manufacturing Goods, Medical Professionals, Packaging and Labels, Broker Dealers, Cannabis Brand, Cannabis Cultivator, Cannabis Distributor, Cannabis Manufacturer, Cannabis Retailer (Delivery), Cannabis Retailer (Online), Cannabis Retailer (Storefront), Cultivation Goods, Hemp Cultivator, Hemp Distributor, Hemp Manufacturer, Hemp Retailer (Delivery), Hemp Retailer (Online), Hemp Retailer (Storefront)","Cannxia Global, Inc",Pending,,,,kevin@seventhree.media,,,"30 N Gould St, Suite 4762Sheridan, WY 82801"
ANDEAN MIRACLE,ESLEAD S.A.,Pending,,,,andrese1989@gmail.com,+593980597199,,"PASAJE LA PZ E9-15 Y AVENIDA SEIS DE DICIMBREQuito, Pichincha 170517"
"Manufacturing Goods, Legal, Testing Laboratories, Hemp Distributor, Hemp Cultivator, Hemp Brand, Glassware, Cannabis Brand, Cannabis Cultivator, Cannabis Distributor, Cannabis Manufacturer, Cannabis Retailer (Delivery), Cannabis Retailer (Online), Cannabis Retailer (Storefront), Cultivation Goods",mary jane,Ancillary,,,,,,,
"Manufacturing Goods, Events and Conferences, Marketing / PR, Cannabis Brand, Hemp Brand, Hemp Cultivator, Hemp Distributor, Cannabis Cultivator, Cannabis Distributor, Cannabis Manufacturer, Cannabis Retailer (Delivery), Hemp Retailer (Delivery), Cannabis Retailer (Online), Hemp Retailer (Online), Cannabis Retailer (Storefront), Hemp Retailer (Storefront)",BUDD,Ancillary,,,,,,,
"Manufacturing Goods, Broker Dealers, Cannabis Brand, Cannabis Cultivator, Cannabis Distributor, Hemp Retailer (Storefront), Hemp Retailer (Online), Hemp Retailer (Delivery), Hemp Manufacturer, Hemp Distributor, Hemp Cultivator, Hemp Brand",CellSo,Ancillary,,,,i.deleon@dih.bg,+359888550007,,"Sofia, Sofia City Province"
Kushley,"Kushley, LLC",Ancillary,,,,info@kushley.com,8607108607,,"222 Boston Post R., Unit #1032Waterford, CT 06385"
ACW,American Contract Welding LLC,Hemp,,,,americancontractweldingllc@gmail.com,5412189924,,"3465 Camp Joy rdGrants Pass, OR 97526"
ICBDEFINITELY,ICBDEFINITELY LLC,Ancillary,,,,Icbdefinitely@gmail.com,4108314132,,"7900 E.princess drive,Scottsdale, AZ 85255"
Ispire,Ispire Vape Co.,Ancillary,,,,robert.miovsky@getispire.com,562-760-8443,,"1410 Abbot Kinney Blvd.Los Angeles, CA 90291"
BBTANK,BBTANK Technology,Ancillary,,,,hoifung95@gmail.com,+86-137-1354-431,,"3/F, Building A,Shuangjinhui Industrial Zone,Tongfuyu Industrial Area深圳市, 广东省 518103"
Moxie Smoke,Sense of Moxie LLC,Hemp,,,,,,,
"Manufacturing Goods, Packaging and Labels, Cultivation Goods, Glassware",The Healing Components,Ancillary,,,,,,,
"Manufacturing Goods, Packaging and Labels, Hemp Retailer (Online), Hemp Brand",EXP Brands Inc.,Ancillary,,,,,,,
"Manufacturing Goods, Packaging and Labels, Hemp Manufacturer, Consulting, Facility Supplies & Machinery, Glassware, Staffing and Recruiting",T.Ras Rolling Co,Hemp,,,,,,,
DT,"Shenzhen Dreamer Tech Co.,Ltd.",Hemp,,,,,,,
"Manufacturing Goods, Packaging and Labels",BOSS LLC,Hemp,,,,,,,
"Manufacturing Goods, Hemp Manufacturer, Cultivation Goods, Facility Supplies & Machinery, Hemp Distributor, Hemp Retailer (Online)",Full Body Zen,Verified,,,,,,,
BRETBOX LLC,Hemp,Ancillary,,,,,,,
AG-R1065351HGS,1000 Palms Associates Group DBA Cookies,Verified,,,,,,,
Wondertree Organics LLC,Ancillary,Ancillary,,,,,,,
Thompson,Thompson Michelle,Ancillary,,,,,,,
SkyBlue Vapor,SkyBlue Vapor Corp.,Ancillary,,,,,,,
Sinotrans,"Shenzhen Sinotrans (H.K.) Co., Ltd.",Ancillary,,,,,,,
Savita Naturals,Savita Naturals LTD,Ancillary,,,,,,,
Republic Supply Company,Ancillary,Ancillary,,,,,,,
Nicopure Labs,Ancillary,Ancillary,,,,,,,
MMJGRIND,gio max inc,Ancillary,,,,idan@mmjgrind.com,888 713 1234,,"18653 Ventura Blvd, Unit 226Los Angeles, CA 91356"
Futo,Futo Manufacturing,Ancillary,,,,Horridhamlets@gmail.com || futodugouts@gmail.com,07800000000,,"DBA FutoFryday || Site 30, Comp 153, RR2Brandon, MB R7A 5Y2"
Isla Trend,DEBORAH KYRES DE VERO,Ancillary,,,,islatrend.apparel@gmail.com,6707832917,,"Gualo Rai RdGarapan, Saipan 96950"
Yum,DDD ENTERPRISE LLC,Ancillary,,,,RANGER1869@YAHOO.COM,9184083507,,"Tulsa, OK 74129"
"Cultivation Goods, Education & Training, Legal, Facility Supplies & Machinery, Packaging and Labels, Seed Banks / Genetics, Social Networks, Staffing and Recruiting, Testing Laboratories, Trade Associations, Glassware, Consulting, Cannabis Brand, Cannabis Manufacturer, Business Analytics, Events and Conferences, Sales Management Services, Tourism & Travel, Land / Real Estate, Manufacturing Goods, Cannabis Distributor, Broker Dealers, Medical Professionals","Sabz international, LLC.",Pending,,,,,,,
Daher Trading Company,Pending,Pending,,,,,,,
Green 2 Diamond,Morales Consulting LLC,Pending,,,,,,,
"AG-R1057227AHS, AG-R1057212IHH",Bear Mountain Hemp,Ancillary,,,,bearmountainhemp@gmail.com,(920) 680-0590,,WI
"404771, 5113021",Arrowhead Seed Company,Ancillary,,,,atruluck@arrowheadseed.com,843-819-9727,,SC
"Glassware, Hemp Retailer (Storefront)",Myxed Up Creations,Hemp,,,,,,,
"Glassware, Hemp Brand, Hemp Distributor, Hemp Manufacturer, Hemp Retailer (Online)",SoulMate Yerba Tea Co,Pending,,,,,,,
"Glassware, Hemp Brand, Hemp Retailer (Delivery), Hemp Retailer (Online), Manufacturing Goods",Up'n Smoke,Ancillary,,,,,,,
Project Releaf,PROJECT RELEAF,Ancillary,,,,,,,
CDPH-10002659,CANNABOOST,Ancillary,,,,,,,
"Facility Supplies & Machinery, Manufacturing Goods",botaniCo,Ancillary,,,,dawn@botanicogroup.com,,,"3807 Evans St.Los Angeles, CA 90027"
Yeze,Yebs,Ancillary,,,,,,,
WODTogether,"WODTogether, Inc.",Ancillary,,,,,,,
"Manufacturing Goods, Medical Professionals, Packaging and Labels, Broker Dealers, Cannabis Brand, Cannabis Cultivator, Cannabis Distributor, Cannabis Manufacturer, Cannabis Retailer (Delivery), Cannabis Retailer (Online), Cannabis Retailer (Storefront), Cultivation Goods, Hemp Cultivator, Hemp Distributor, Hemp Manufacturer, Hemp Retailer (Delivery), Hemp Retailer (Online), Hemp Retailer (Storefront)","Cannxia Global, Inc",Pending,,,,kevin@seventhree.media,,,"30 N Gould St, Suite 4762Sheridan, WY 82801"
ANDEAN MIRACLE,ESLEAD S.A.,Pending,,,,andrese1989@gmail.com,+593980597199,,"PASAJE LA PZ E9-15 Y AVENIDA SEIS DE DICIMBREQuito, Pichincha 170517"
"Manufacturing Goods, Legal, Testing Laboratories, Hemp Distributor, Hemp Cultivator, Hemp Brand, Glassware, Cannabis Brand, Cannabis Cultivator, Cannabis Distributor, Cannabis Manufacturer, Cannabis Retailer (Delivery), Cannabis Retailer (Online), Cannabis Retailer (Storefront), Cultivation Goods",mary jane,Ancillary,,,,,,,
"Manufacturing Goods, Events and Conferences, Marketing / PR, Cannabis Brand, Hemp Brand, Hemp Cultivator, Hemp Distributor, Cannabis Cultivator, Cannabis Distributor, Cannabis Manufacturer, Cannabis Retailer (Delivery), Hemp Retailer (Delivery), Cannabis Retailer (Online), Hemp Retailer (Online), Cannabis Retailer (Storefront), Hemp Retailer (Storefront)",BUDD,Ancillary,,,,,,,
"Manufacturing Goods, Broker Dealers, Cannabis Brand, Cannabis Cultivator, Cannabis Distributor, Hemp Retailer (Storefront), Hemp Retailer (Online), Hemp Retailer (Delivery), Hemp Manufacturer, Hemp Distributor, Hemp Cultivator, Hemp Brand",CellSo,Ancillary,,,,i.deleon@dih.bg,+359888550007,,"Sofia, Sofia City Province"
Kushley,"Kushley, LLC",Ancillary,,,,info@kushley.com,8607108607,,"222 Boston Post R., Unit #1032Waterford, CT 06385"
ACW,American Contract Welding LLC,Hemp,,,,americancontractweldingllc@gmail.com,5412189924,,"3465 Camp Joy rdGrants Pass, OR 97526"
ICBDEFINITELY,ICBDEFINITELY LLC,Ancillary,,,,Icbdefinitely@gmail.com,4108314132,,"7900 E.princess drive,Scottsdale, AZ 85255"
Ispire,Ispire Vape Co.,Ancillary,,,,robert.miovsky@getispire.com,562-760-8443,,"1410 Abbot Kinney Blvd.Los Angeles, CA 90291"
BBTANK,BBTANK Technology,Ancillary,,,,hoifung95@gmail.com,+86-137-1354-431,,"3/F, Building A,Shuangjinhui Industrial Zone,Tongfuyu Industrial Area深圳市, 广东省 518103"
Moxie Smoke,Sense of Moxie LLC,Hemp,,,,,,,
"Manufacturing Goods, Packaging and Labels, Cultivation Goods, Glassware",The Healing Components,Ancillary,,,,,,,
"Manufacturing Goods, Packaging and Labels, Hemp Retailer (Online), Hemp Brand",EXP Brands Inc.,Ancillary,,,,,,,
"Manufacturing Goods, Packaging and Labels, Hemp Manufacturer, Consulting, Facility Supplies & Machinery, Glassware, Staffing and Recruiting",T.Ras Rolling Co,Hemp,,,,,,,
DT,"Shenzhen Dreamer Tech Co.,Ltd.",Hemp,,,,,,,
"Manufacturing Goods, Packaging and Labels",BOSS LLC,Hemp,,,,,,,
"Manufacturing Goods, Hemp Manufacturer, Cultivation Goods, Facility Supplies & Machinery, Hemp Distributor, Hemp Retailer (Online)",Full Body Zen,Verified,,,,,,,
AG-R1065351HGS,1000 Palms Associates Group DBA Cookies,Verified,,,,,,,
Thompson,Thompson Michelle,Ancillary,,,,,,,
SkyBlue Vapor,SkyBlue Vapor Corp.,Ancillary,,,,,,,
Sinotrans,"Shenzhen Sinotrans (H.K.) Co., Ltd.",Ancillary,,,,,,,
Savita Naturals,Savita Naturals LTD,Ancillary,,,,,,,
MMJGRIND,gio max inc,Ancillary,,,,idan@mmjgrind.com,888 713 1234,,"18653 Ventura Blvd, Unit 226Los Angeles, CA 91356"
Futo,Futo Manufacturing,Ancillary,,,,Horridhamlets@gmail.com || futodugouts@gmail.com,07800000000,,"DBA FutoFryday || Site 30, Comp 153, RR2Brandon, MB R7A 5Y2"
Isla Trend,DEBORAH KYRES DE VERO,Ancillary,,,,islatrend.apparel@gmail.com,6707832917,,"Gualo Rai RdGarapan, Saipan 96950"
Yum,DDD ENTERPRISE LLC,Ancillary,,,,RANGER1869@YAHOO.COM,9184083507,,"Tulsa, OK 74129"
"Cultivation Goods, Education & Training, Legal, Facility Supplies & Machinery, Packaging and Labels, Seed Banks / Genetics, Social Networks, Staffing and Recruiting, Testing Laboratories, Trade Associations, Glassware, Consulting, Cannabis Brand, Cannabis Manufacturer, Business Analytics, Events and Conferences, Sales Management Services, Tourism & Travel, Land / Real Estate, Manufacturing Goods, Cannabis Distributor, Broker Dealers, Medical Professionals","Sabz international, LLC.",Pending,,,,,,,
Green 2 Diamond,Morales Consulting LLC,Pending,,,,,,,
Page 5 of 37,Herbology,Ancillary,,,,,,,
"Cultivation Goods, Glassware, Manufacturing Goods, Packaging and Labels, Facility Supplies & Machinery, Hemp Manufacturer, Hemp Cultivator, Hemp Retailer (Storefront), Cannabis Brand, Cannabis Cultivator, Cannabis Distributor, Cannabis Manufacturer, Cannabis Retailer (Delivery), Cannabis Retailer (Storefront), Cannabis Retailer (Online), Advertising / Publication, Software and Technology",Smokekiss,Pending,,,,,,,
"Cultivation Goods, Facility Supplies & Machinery",Airomatiks,Ancillary,,,,,,,
"Cultivation Goods, Manufacturing Goods",Jj dripping customs,Ancillary,,,,,,,
Michael’s,Michael Smith Gifts,Ancillary,,,,,,,
Grove Bags,Kinzie Advanced Polymers LLC,Pending,,,,chaz@grovebags.com,5614254245,,"1648 St Clair Ave NECleveland, OH 44114"
"Cultivation Goods, Packaging and Labels",Isla Trend,Pending,,,,,,,
"Cultivation Goods, Cannabis Distributor, Cannabis Brand, Cannabis Cultivator, Cannabis Retailer (Storefront), Hemp Retailer (Delivery), Cannabis Manufacturer, Cannabis Retailer (Delivery)",Rfk,Pending,,,,,,,
"Cultivation Goods, Cannabis Brand, Cannabis Cultivator, Cannabis Distributor, Hemp Cultivator, Hemp Distributor, Hemp Retailer (Online), Cannabis Retailer (Online)",New green llc,Hemp,,,,,,,
"Glass Bottle,",World Wide Packaging Inc( Thread Bolt Inc),Hemp,,,,,,,
Cannthrift,Abundant Acres INC,Hemp,,,,mkshoopman@gmail.com,7148377195,,"3400 cottage way Suite G2Sacramento, CA 95825"
"Cultivation Goods, Hemp Retailer (Delivery), Hemp Retailer (Online), Glassware, Cannabis Cultivator, Cannabis Distributor",IGOTYOU,Hemp,,,,,,,
"Cultivation Goods, Hemp Brand, Hemp Distributor, Hemp Retailer (Delivery), Hemp Retailer (Online), Hemp Retailer (Storefront), Hemp Cultivator",Headshighco,Hemp,,,,,,,
"Cultivation Goods, Hemp Brand, Hemp Retailer (Online)","Panacea Farms, Inc",Hemp,,,,,,,
"Cultivation Goods, Hemp Brand, Hemp Cultivator, Hemp Distributor, Hemp Retailer (Online)",Hempzone/Gloriblends/Avenum,Hemp,,,,,,,
Nrq management llc co,Hemp,Hemp,,,,,,,
"Cultivation Goods, Hemp Cultivator",CMC FAMILY FARMS LLC,Verified,,,,CMCFAMILYFARMS@GMAIL.COM,(832) 488-5675,,"8918 Hannay RdPattison, TX 77423"
ABUNDANT ACRES Inc,Pending,Ancillary,,,,,,,
Interconnected Industries LLC,Verified,Ancillary,,,,,,,
"Cultivation Goods, Cannabis Cultivator",CCL20-0001958,Ancillary,,,,,,,
The Amber D’Yone LLC,Ancillary,Ancillary,,,,,,,
Cultivation Goods,Joy In The Journey,Hemp,,,,rhodesrosa321@gmail.com,2763565019,,"3501 LOUISA RDCoeburn, VA 24230"
Iroh,Iroh Health LLC,Pending,,,,amitmohite5010@gmail.com,8452435595,,"419 Falling Waters CourtCharlotte, NC 28213"
Cultivation Goods,13 MILES,Pending,,,,,,,
"AG-R1065363HGS, AG-R1073686HGS",Irishpower,Hemp,,,,johnfoley441@gmail.com,3154800597,,"417 hamilton stSyracuse, NY 13204"
AAA BIO-DYNAMIC,Pending,Hemp,,,,,,,
414116,Phytorite,Pending,,,,,,,
TopShelfcbd.me,Hemp,Pending,,,,,,,
"Hemp Distributor, Seed Banks / Genetics",J&P Agribusiness LLC,Ancillary,,,,glejon810@gmail.com,803-467-4396,,SC
51425,HUNT SALES & SERVICES LLC,Ancillary,,,,afamilyafFairsc@gmail.com || huntfarms.nic@gmail.com,864-324-7401 || (712) 253-3751,,"Humble Hands SyndicateSC || 2836 Eastland AveSalix, IA 51052"
"Hemp Distributor, Seed Banks / Genetics",FORTUNA,Pending,,,,,,,
"003FQ9, 102469",GROW POINT INC,Hemp,,,,nathanf@grohendge.com || rgkrieger@hotmail.com,(414) 704-6333 || (515) 370-1552,,"Grohendge Seed and SupplyWI || 1608 Westwood DrJefferson, IA 50129"
"Hemp Distributor, Seed Banks / Genetics",Care Assistance,Hemp,,,,oaamudipe@yahoo.com,215-858-7685,,SC
51393,860 Glass and Vape,Pending,,,,,,,
"CDPH-10003551, C11-0000630-LIC, C11-18-0000252-TEMP",Herbana,Pending,,,,,,,
Entyced Illusionz,Pending,Pending,,,,,,,
MS Medical cannabis,Pending,Pending,,,,,,,
87-2077905,Southern Sand,Pending,,,,,,,
"Hemp Distributor, Cannabis Distributor",Pressure,Pending,,,,,,,
PHARMA HEMP EXTRACTS INC,Pharma Hemp Extracts,Pending,,,,,,,
NorCalGCX,Norcal Global Commodities Exchange,Pending,,,,,,,
"Hemp Distributor, Cannabis Distributor",Gods Green Earth and Wellness,Pending,,,,,,,
CallCMD,Pending,Hemp,,,,,,,
"Hemp Distributor, Hemp Retailer (Online), Hemp Retailer (Delivery)",BorderlinehempCo,Hemp,,,,xtgoff17@gmail.com,9108384103,,"159 Englewood Ct SEBolivia, NC 28422"
"Hemp Distributor, Hemp Retailer (Online), Hemp Retailer (Delivery)",Trinity Hemp,Hemp,,,,,,,
Hemp For Life,Hemp,Hemp,,,,,,,
"Hemp Distributor, Hemp Retailer (Online)",Faded Delights,Hemp,,,,,,,
Colorado Mountain Hemp LLC,Colorado Mountain Hemp,Hemp,,,,coloradomountainhemp@gmail.com,3039562143,,"2770 Arapahoe Rd, 132-1139Lafayette, CO 80026"
"Hemp Distributor, Hemp Retailer (Online)",003HVK,Hemp,,,,,,,
Colerain CBD and Vape,Colerain cbd and vape,Hemp,,,,huber.jacob@gmail.com,5136172049,,"10455 zocaloCincinnati, OH 45251"
HTX PROCESSING & DISTRIBUTION,Hemp,Hemp,,,,,,,
134,robocarts,Hemp,,,,,,,
"Hemp Distributor, Hemp Retailer (Delivery)",RenagadeNation,Hemp,,,,,,,
Søværnet - 1. ESK - DIV11,CBDanish,Hemp,,,,,,,
Southern Roots Hemp Farm LLC,SOUTHERN ROOTS HEMP FARM,Hemp,,,,,,,
"22_1100144, 22_1100146, 22_1100145",YES YOU CANNABIS,Hemp,,,,,,,
395156,Wholesale Club,Hemp,,,,,,,
Wela Nutraceuticals,Hemp,Hemp,,,,,,,
391322,Treefroggie,Hemp,,,,,,,
398584,for school,Hemp,,,,,,,
"Hemp Distributor, Hemp Retailer (Storefront)",TEMPLAR BEARD COMPANY,Hemp,,,,,,,
"897, 0839237",Sunny Dispo,Hemp,,,,,,,
395720,Stock Up Mart,Hemp,,,,,,,
392611,Sorrento Farms Storage,Hemp,,,,,,,
400745,SOPHIA Cannabis LLC,Hemp,,,,,,,
396745,Somnus CBD,Hemp,,,,,,,
398631,SDM productions,Hemp,,,,,,,
393540,Sacred Tree Farms,Hemp,,,,,,,
Page 6 of 37,Old Amsterdam Hemp Co.,Hemp,,,,,,,
399135,Natures Grade A,Hemp,,,,,,,
397624,Nature's Cousin,Hemp,,,,,,,
397442,Mary Hemp Sanctuary LLC,Hemp,,,,,,,
393410,Livin' Kushie Inc.,Hemp,,,,Khailunmar@livinkushie.com,404-295-8341,,"2045 Biscayne BlvdMiami, FL 33137"
394397,KORELIFE,Hemp,,,,licensing@korelifecbd.com,561-317-3692,,"1878 Dr Andres WayDelray Beach, FL 33445"
395132,"Kanna Roots, LLC",Hemp,,,,christi.kairosfarms@gmail.com || Info@kannaroots.com,9704206859 || 305-859-1221,,"KAIROS FARMS LLCGold Hill, OR 97525 || 9900 Stirling RdHollywood, FL 33024"
396063,Imaginal Biotech,Hemp,,,,imaginalbiotech@gmail.com,866-513-4088,,"200 SE 6th St, 504Fort Lauderdale, FL 33301"
394464,Hillbilly Grass,Hemp,,,,,,,
398371,Hidden Valley Hemp,Hemp,,,,info@hvhemp.net,352-669-1555,,"526 Umatilla BlvdUmatilla, FL 32784"
Happy Supplements inc,Hemp,Hemp,,,,,,,
396215,"Greenleaf Natural Health,LLC",Hemp,,,,GLNHinfo@gmail.com,833-420-1865,,"2677 NW 10th St, 1bOcala, FL 34475"
396738,Get Some Logistics,Hemp,,,,,,,
"Hemp Distributor, Hemp Retailer (Storefront)",freeshipcbd.com,Hemp,,,,fesltd@msn.com || foxcitiesfarm@gmail.com || freeshipcbd@icloud.com,859-873-6211 || (920) 585-4315 || 800-240-5821,,"Fouser Environmental Services, Ltd.Versailles, KY 40383 || Fox Cities Farm LLCWI || 1280 SW 36th AvePompano Beach, FL 33069"
393783,"Elevate Fla, LLC",Hemp,,,,info@elevatefla.com,973-202-8831,,"1557 Jeffords StClearwater, FL 33756"
397322,Dope Highs Only,Hemp,,,,DopeHighsOnly@gmail.com,310-424-0296,,"4851 NW 103rd Ave, Suite 46Sunrise, FL 33351"
394905,Cbd health and beauty store,Hemp,,,,Cbdhealthandbeautystore@gmail.com,352-444-1255,,"17420 FL-50Clermont, FL 34711"
396704,CannabiMyself,Hemp,,,,brandonstoragecenterfl@gmail.com,813-570-6800,,"2711 Broadway Center BlvdBrandon, FL 33510"
400104,Botanical Rhapsody Organics,Hemp,,,,cs@botanicalrhapsody.com,941-800-1350,,"7750 Lockwood Ridge RdSarasota, FL 34243"
396389,Blue Bird Botanics,Hemp,,,,info@ascherventure.com,305-450-5399,,"330 SW 2nd StFort Lauderdale, FL 33312"
