Company Name,Company Name2,Email,Phone,Status,DBA,License,Type,License Number,Address
Broker Dealers  Cannabis Cultivator  Cannabis Distributor  Cannabis Manufacturer  Cannabis Retailer (Delivery)  Cannabis Retailer (Online)  Consulting  Cultivation Goods  Hemp Distributor  Education & Training  Glassware  Land / Real Estate  Manufacturing Goods  Packaging and Labels  Sales Management Services  Security Services & Transportation  Seed Banks / Genetics  Trade Associations,T9,,,Pending,,,Cannabis Retailer (Storefront)  Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),376  MMD.0700038  MMD.0700041  MMD.0700039  MMD.0700040,
Cannabis Retailer (Storefront)  Glassware  Hemp Retailer (Storefront),Edward’s Smoke Shop,,,Hemp,,,Cannabis Retailer (Storefront)  Hemp Cultivator  Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),842240  23,
STRAWBERRY FIELDS,Hemp,,,Hemp,,,Cannabis Retailer (Storefront)  Hemp Cultivator  Hemp Manufacturer  Hemp Distributor,21-MFP18-0001220  79629  050 10026091C87  74788  10026091C87,
EXCLUSIVE,Hemp,williams.richard032@gmail.com johnlkelly11@gmail.com RETT.BABB@GMAIL.COM,337-351-8793 9707615186 7135038898,Ancillary,,,Facility Supplies & Machinery,Distribution Maven,EVERYONE CAN BE WEALTHY LLC LA Everything Diesel  Inc. 499 Enterprise St Hayden  CO 81639 EZ Hayim Holdings S.P.C. 24417 Deep Meadow Dr Tomball  TX 77375 F6 Pharma
842240  23,Pure Hemp Supply,,,Ancillary,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator  Hemp Manufacturer,29_R00090  29_P00144  39-1177P,
Packaging and Labels  Manufacturing Goods  Facility Supplies & Machinery  Cultivation Goods,SBX Farms LLC,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_R00093  29_P00243,
29_P00171  DSIH19-228,H&H Hemp Co.,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_P00301  29_R00300,
29_R00090  29_P00144  39-1177P,Willow Run Farms,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_P00219  29_R00218,
29_R00093  29_P00243,Wellspring Growers  LLC,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_R00014  29_R00259  29_P00015,
Manufacturing Goods,Facility Supplies & Machinery,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_R00323  29_P00320,
Selected: 0,Out of Network: 3670,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_R00026  29_P00027,
Page 2 of 37,StoneAge Hemp,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_P00089  29_R00088,
29_R00323  29_P00320,S & S Seed  LLC,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_R00195  29_P00170,
29_R00026  29_P00027,Simple Man Farms,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_R00011  29_P00010,
29_P00089  29_R00088,Show Me Hemp Seed,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_R00281  29_P00282  29_R00199  29_P00200,
29_R00195  29_P00170,Sacred Seeds Hemp Farm,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_P00036  29_R00076,
29_R00011  29_P00010,Renegade Research,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_P00129  29_R00128,
29_R00281  29_P00282  29_R00199  29_P00200,Red Bird Ranch,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_R00058  29_P00059,
29_P00036  29_R00076,Quesnel Cloning LLC,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_R00375  29_R00374  29_R00376  29_R00390  29_P00017  29_R00373  29_R00377,
29_P00129  29_R00128,Natures Organic Haven,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_P00302  29_R00019,
29_R00058  29_P00059,Natural Solutions Hemp Co,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_R00031  29_P00030,
29_R00375  29_R00374  29_R00376  29_R00390  29_P00017  29_R00373  29_R00377,MW Biotics Inc,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_R00173  29_P00187,
29_P00302  29_R00019,Mussel Fork Flowers,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_R00055  29_P00056,
29_R00031  29_P00030,Missouri Hemp Holding  LLC,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_P00147  29_R00146,
29_R00173  29_P00187,Missouri CBD LLC,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_R00047  29_P00046,
29_R00055  29_P00056,Mill Creek Organic Farms,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_P00150  29_R00149,
29_P00147  29_R00146,Little Farm Organics LLC,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_P00066  29_R00065,
29_R00047  29_P00046,Lift Brands,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_R00235  29_P00236,
29_P00150  29_R00149,Kansas City Concentrates,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_R00206  29_P00207,
29_P00066  29_R00065,Kannavox Inc.,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_P00162  29_R00161,
29_R00235  29_P00236,Juniors Farms,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_P00054  29_R00053,
29_R00206  29_P00207,Joe L Farms LLC,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_R00108  29_P00109,
29_P00162  29_R00161,JFT Partners,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_P00069  29_R00070,
29_P00054  29_R00053,JCH Industries,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_P00120  29_R00121  29_R00119  29_P00118,
29_R00108  29_P00109,Industrial Hemp Research Center,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_P00221  29_R00220,
29_P00069  29_R00070,Horizon Innovations LLC,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_R00037  29_P00038,
29_P00120  29_R00121  29_R00119  29_P00118,Hocomohemp LLC,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_P00105  29_R00104,
29_P00221  29_R00220,H&M Seed,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_R00267  29_P00197  29_R00196,
29_R00037  29_P00038,HHF LLC,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_P00039  29_R00040,
29_P00105  29_R00104,Hemppies,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_R00122  29_P00123,
29_R00267  29_P00197  29_R00196,HEMP KC,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_R00210  29_P00209,
29_P00039  29_R00040,Hemp for Health,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_P00044  29_R00045,
29_R00122  29_P00123,Healthy Hemp,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_R00341  29_P00342,
29_R00210  29_P00209,Head's Triple H  LLC,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_P00008  29_R00009,
29_P00044  29_R00045,Grower Genetics,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_R00224  29_P00225,
29_R00341  29_P00342,Gro-rite  LLC,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_P00132  29_R00131  29_R00083  29_P00084,
29_P00008  29_R00009,Green Nation Farms,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_R00285  29_P00107  29_R00106  29_R00157,
29_R00224  29_P00225,G-Logic LLC,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_R00023  29_P00022,
29_P00132  29_R00131  29_R00083  29_P00084,Franklin OZ B1 (Hemp Hill),,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_P00153  29_R00152,
29_R00285  29_P00107  29_R00106  29_R00157,Fahr Greenhouses Inc,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_R00092  29_P00091,
29_R00023  29_P00022,Elemental Farms,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_R00033  29_P00032,
29_P00153  29_R00152,Earth Bound Farms,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_R00257  29_P00258,
29_R00092  29_P00091,Double R & D Farms,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_P00160  29_R00159,
29_R00033  29_P00032,Derek Davis LLC,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_P00073  29_R00074,
29_R00257  29_P00258,Crazy Cats,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_P00005  29_R00006,
29_P00160  29_R00159,Clone Connection LLC,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_P00002  29_R00001,
29_P00073  29_R00074,Circle H Seed Company,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_P00127  29_R00126,
29_P00005  29_R00006,B & W Hoop Farms LLC,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_R00114  29_P00111  29_P00112  29_R00113,
29_P00002  29_R00001,Buehler Farms LLC,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Cultivator,29_P00035  29_R00050,
29_P00127  29_R00126,BeLeaf Life's Oils,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online),29_P00284,
29_R00114  29_P00111  29_P00112  29_R00113,Bee Valley Farms,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online),29_P00270,
29_P00035  29_R00050,MO Hemp Seed Provider 0006,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online),29_P00223,
29_P00284,MO Hemp Seed Provider 0005,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online),29_P00077,
29_P00270,MO Hemp Seed Provider 0004,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online),29_P00060,
29_P00223,MO Hemp Seed Provider 0003,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online),29_P00052,
29_P00077,MO Hemp Seed Provider 0002,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online),29_P00176,
29_P00060,MO Hemp Seed Provider 0001,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online),29_P00247,
29_P00052,Mid-America Alternative AG,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online),29_P00110,
29_P00176,KB Hemp Co,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online),29_P00165,
29_P00247,GlenMark Farms LLC,,,Hemp,,,Seed Banks / Genetics  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online),29_P00057,
CannAgro LLC,Hemp,cccannabiswi@gmail.com info@cannabisdamp.com rrodrig397@aol.com,8166946487,Hemp,CANNATECH LLC,,Seed Banks / Genetics  Hemp Distributor,5132940,Cannabis Cultivators of Clark County LLC WI cannabisdamp 1440 Eider Cir Fallon  NV 89406 CANNATECH LLC 8313 E 170th St Belton  MO 64012
Beyond Organic Processing,Hemp,mr.nabors@live.com kevin.kepplinger@beyondorganicnutritionals.com,4092911172,Pending,BIG DREAM EXTRACTS,,Seed Banks / Genetics  Packaging and Labels  Manufacturing Goods  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Retailer (Delivery)  Hemp Manufacturer  Hemp Distributor  Hemp Cultivator  Hemp Brand  Glassware  Facility Supplies & Machinery  Cultivation Goods  Cannabis Retailer (Storefront)  Cannabis Brand  Cannabis Cultivator  Cannabis Distributor  Cannabis Manufacturer  Cannabis Retailer (Delivery)  Cannabis Retailer (Online),CNY Signature Services,Best Trace 20334 Linden Tree Dr Katy  TX 77449 BIG DREAM HOLDINGS  LLC E 4th St Mountain View  MO 65548
City Roots,City Roots  LLC,,,Pending,,,Seed Banks / Genetics  Hemp Retailer (Online)  Hemp Retailer (Delivery)  Cultivation Goods  Hemp Brand  Advertising / Publication  Cannabis Retailer (Online)  Cannabis Brand  Hemp Distributor  Cannabis Cultivator,AHC Rifle  LLC,
Seed Banks / Genetics  Hemp Distributor,5132940,,,Hemp,,,Seed Banks / Genetics  Hemp Retailer (Storefront)  Hemp Brand,78464  102840,
Seed Banks / Genetics  Packaging and Labels  Manufacturing Goods  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Retailer (Delivery)  Hemp Manufacturer  Hemp Distributor  Hemp Cultivator  Hemp Brand  Glassware  Facility Supplies & Machinery  Cultivation Goods  Cannabis Retailer (Storefront)  Cannabis Brand  Cannabis Cultivator  Cannabis Distributor  Cannabis Manufacturer  Cannabis Retailer (Delivery)  Cannabis Retailer (Online),CNY Signature Services,,,Hemp,,,Seed Banks / Genetics  Hemp Manufacturer  Hemp Distributor  Hemp Cultivator,22_1100104  22_1100103  22_1100102,
Seed Banks / Genetics  Hemp Retailer (Online)  Hemp Retailer (Delivery)  Cultivation Goods  Hemp Brand  Advertising / Publication  Cannabis Retailer (Online)  Cannabis Brand  Hemp Distributor  Cannabis Cultivator,AHC Rifle  LLC,,,Hemp,,,Seed Banks / Genetics  Hemp Manufacturer  Hemp Distributor  Hemp Cultivator,22_1100054  22_1100053  22_1100052,
78464  102840,THE GOAT HIPPIE  LLC,,,Hemp,,,Seed Banks / Genetics  Hemp Manufacturer  Hemp Distributor  Hemp Cultivator,22_1100089  22_1100087  22_1100088  22_1100086,
22_1100104  22_1100103  22_1100102,RESOURCE ONE NURSERY,,,Hemp,,,Seed Banks / Genetics  Hemp Manufacturer  Hemp Distributor  Hemp Cultivator,22_1100131  22_1100001  22_1100002,
22_1100054  22_1100053  22_1100052,MICHAEL C JACKSON FOUNDATION,,,Hemp,,,Seed Banks / Genetics  Hemp Manufacturer  Hemp Distributor  Hemp Cultivator,22_1100022  22_1100021  22_1100023  22_1100024,
22_1100089  22_1100087  22_1100088  22_1100086,DUPONT NURSERY INC,,,Hemp,,,Seed Banks / Genetics  Hemp Manufacturer  Hemp Distributor,22_1100230  22_1100229  22_1100228,
22_1100131  22_1100001  22_1100002,BONTEMP GROWERS,,,Hemp,,,Seed Banks / Genetics  Hemp Manufacturer  Hemp Distributor,22_1100060  22_1100058,
22_1100022  22_1100021  22_1100023  22_1100024,MARLEY MEDS,,,Hemp,,,Seed Banks / Genetics  Hemp Manufacturer  Hemp Distributor,22_1100094  22_1100095,
LOUISIANA HEMP COMPANY LLC,Hemp,ken@laintlhempco.com,225-278-9333,Hemp,LISTENER LISTENER LISTENER,,Seed Banks / Genetics  Hemp Manufacturer  Hemp Brand  Manufacturing Goods,PARADISE CITY FARMZ,LSTNR GmbH 37326 Cypress Hollow Ave Prairieville  LA 70769
22_1100060  22_1100058,JV AGRIINDUSTRIES  LLC,,,Hemp,,,Seed Banks / Genetics  Hemp Manufacturer  Hemp Cultivator,AG-R1040932IHH  AG-R1072297HGS  AG-R1040933AHS,
